,id_stable,Date,ContentClean
495,86613,2021-09-06 10:16:14+00:00,"Ruling AKP aims to highlight anti-immigrant bona fides: 94K new arrivals detained this year & 307K prevented from entering (no idea how they'd measure that tho), while Erdogan vows to send all Afghans back home if Taliban approves."
473,178113,2021-08-06 18:00:49+00:00,Biden administration expands resettlement eligibility for Afghans amid Taliban gains
402,99443,2021-08-31 13:17:00+00:00,"Everyone should quickly learn the immigration status ‘Humanitarian Parole’ Then, everyone should understand the challenges this is about to cause because the US Government completely screwed over Afghans. #AfghanistanDisaster #AfghanRefugees #welcomehome"
913,130863,2021-08-21 17:13:20+00:00,"Trump Admin Deliberately Sabotaged Refugee Process, Stranding Afghan Allies Thank you, and"
1139,47918,2021-10-31 22:04:59+00:00,"Being Right Wing used to be about monarchism or opposing communism, now it’s just not wanting your sisters to get raped by Afghani “translators”"
966,43302,2021-11-17 14:27:15+00:00,"All Afghan refugees are vetted extensively before being granted access and refuge into our communities. They are not unlawful, they followed a process after fleeing their home. The United States assisted them and gave them access, they’re legally allowed to be here."
142,18646,2022-02-13 00:28:08+00:00," calendar_e Tuesday, Feb 15, 12pm ET Join for the launch of the Afghan refugee crisis report! Author in his first intervention since his exit from politics, will be joined by and for a discussion moderated by"
822,149312,2021-08-18 07:48:07+00:00,We signed joint letter to the Home Secretary on the Afghanistan crisis. 90 charities and migrants' rights organisations are asking the Government to stop criminalising refugees & expand resettlement. Read the letter here: #RefugeesWelcome
1024,82765,2021-09-08 17:40:23+00:00,"Nope, All Afghans Refugees were Fully Vetted though the Visa Process, Before entering America! Many worked with US Military/Govt & put theirs & families lives in danger to do so! I believe the 2k was for US Civilians/Contractors, which was later waived! thinking_face_e "
884,93891,2021-09-02 13:17:11+00:00,"Turkish FM today on whether 2016 EU-#Turkey refugee deal could be extended to include #Afghans. - it won't work, esp if you're just giving money and expecting us to keep Afghans here. - there are lots of issues to be dealt with, security, how people could be sent back etc"
1057,43871,2021-11-15 18:32:07+00:00,"(Five) Mandates and the 1.7 to 2.5 million illegals from about 50 nations, without vetting including medical, and the illegal Afghans flown into America and scattered abroad. As well as the disbursement of illegal aliens without STATE APPROVAL. WE ARE A UNITED STATES FIRST."
623,95517,2021-09-01 19:23:54+00:00,But yet non vetted Afghan’s are at McGuire AFB dropping babies at Virtua Hospital in Mt. Holly NJ.
254,138135,2021-08-19 23:09:03+00:00,"notes that the conversation about those seeking asylum or fleeing the country is exclusively about Afghans with means & connections, who are likely already in Kabul. The vast majority of Afghans won't have the money or safe passage to get to an airport."
607,70957,2021-09-18 10:23:29+00:00,"Hi Mile Jason, thank you so much for everything you're doing and saving the lives of so many Afghans in the recent evacuation mission. I am an SIV applicant at risk. Could you please provide some information on how I can get my name added to the charter flights?"
790,91903,2021-09-03 12:26:47+00:00,Resettlement team aiming to bring Afghan refugees to Manhattan
82,69061,2021-09-21 02:02:53+00:00,"Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring"
164,155830,2021-08-17 12:31:59+00:00,Maybe fair but again is shared responsibility. He inherited the plan but could have executed better. Ultimately leaving was the right decision IMO. Hopefully next few days will bring better news of evacuated Afghan allies and others seeking asylum.
768,134303,2021-08-20 19:21:29+00:00,Wandsworth ready to support Afghan refugees - is already in conversations about the support it could provide to those fleeing danger in Afghanistan and is awaiting further details of the Government’s planned resettlement scheme backhand_index_pointing_down_e 
642,105079,2021-08-29 00:35:15+00:00,"I’m not trying to downplay the issue in Afghanistan, but it’s interesting to me how people immediately flock to the refugee issue there, but condemn refugees at our southern border. Both situations are bad, I just see a lot of hypocrites out there."
705,97676,2021-09-01 00:00:22+00:00,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio.
335,164693,2021-08-16 14:50:54+00:00,NEW: British Defense Secretary Ben Wallace says the U.K. is working on plans to allow Afghan asylum seekers to enter Britain without a passport as the situation on the ground deteriorates.
956,61860,2021-09-30 09:26:10+00:00,"LISBON, Portugal (AP) ��� Girls from the Afghanistan national soccer team who were recently granted asylum in Portugal have had a surprise visit from the captain of the senior t"
563,150784,2021-08-18 02:04:48+00:00,"If we were just talking about translators who worked directly w/ combat units, sure. But we both know that's not what this is about. This is about bringing over shitloads of random Afghans. Or if it isn't, it will be. I don't care about shitloads of random Afghans."
777,180240,2021-08-02 03:28:38+00:00,Please get the Afghanistan Translators and their families to Guam now. Stop screwing this up.
251,101299,2021-08-30 21:00:01+00:00,Arizona is preparing to receive and resettle displaced refugees from Afghanistan. You can help by volunteering your time and resources and telling Gov. to take more action! (602) 542-4331
468,58238,2021-10-06 11:55:07+00:00,Afghan refugee becomes the 1st female doctor in her community
1088,102185,2021-08-30 13:58:30+00:00,I really am uncomfortable about this and especially equating to the Ghurkas Intergrate with army units after vetting. But I don't believe that the ANA Commandos mmm no Afghan special forces commandos 'could fight for British like Gurkhas'
1189,45680,2021-11-09 19:11:56+00:00,This is a direct result of the Brandon administrations dangerously incompetent policies. Afghan teen facing rape charge is part of resettlement program
753,27703,2022-01-09 20:40:55+00:00,Afghans Refugees in Indonesia are completely exhausted due to long process and waiting for any Resettlement countries to resettle them. Help refugees in Indonesia.
1201,32834,2021-12-19 12:33:33+00:00,Afghan Taliban leaders appeal for help as migrant crisis looms via The only people in Afghanistan that like the Talibans are other Talibans Leaders could run a war but don't know shit about running a country
361,115381,2021-08-25 21:00:28+00:00,FLASHBACK: Several Thousand Potential Fraudulent Iraqi Immigration Cases Give Biden Admin Pause About Afghan Refugee Program
680,184163,2021-07-20 08:30:00+00:00,"Immigrant trafficking & espionage ring exposed, members of a NGO are among the accused. 1 Norwegian, 1 America, 2 Britons & 6 people of Syrian & Afghan origin are being charged this is not the first time #BanNGOs #ΑπαγόρευσητωνΜΚΟ"
1133,78983,2021-09-11 02:05:45+00:00,"Biden admin is a joke. We’ve seen how they handled Afghanistan withdrawal cluster F. Most incompetent no plan, killed 13 of our military, Afghan SIV, now a family of 7 who’s dad was a charity worker! Trying to cover it all up. But it’s all getting out!"
575,61126,2021-10-01 02:17:53+00:00,"Pentagon seeks to tamp down concern about Afghan refugees as Trump, GOP question vetting"
817,98588,2021-08-31 18:18:11+00:00,EU to convene forum in September to discuss resettlement of at-risk Afghans
372,53295,2021-10-18 18:00:44+00:00,They left us behind They are still evacuating those who have relatives in USA The SIV are all remain in Afghanistan and will remain for ever We are left behind
1098,131370,2021-08-21 15:00:03+00:00,They were vetted. Elsewhere. In Afghanistan. To work with Americans.
194,44542,2021-11-12 21:30:22+00:00,"Refugee advocates say hundreds of people have arrived from Afghanistan in the last 2 months, and half of them are staying in Airbnbs or extended stay hotels b/c of a lack of housing in #Clarkston #StoneMountain #Tucker"
696,131696,2021-08-21 13:10:40+00:00,I would like this to be expanded into Gov...eg: G. Williamson to spend a month in a crowded classroom of 12-14yr olds; D. Raab to spend a month in Afghanistan; L. Truss to spend a month on fishing trawlers; P. Patel to go anonymously to say Syria and try to get refugee status...
358,76124,2021-09-14 13:40:09+00:00,Proud Boys-Linked 'Afghan Refugee Hunting Permit' Found at Michigan Campus It's time to treat proud boys like they're the terrorists they are.
719,144046,2021-08-18 21:41:06+00:00,And on QT Cleverly would not confirm that no asylum seekers would be sent back to Afghanistan
97,147828,2021-08-18 11:43:07+00:00,"Endless speeches delivered however it's tangible home front immediate action to ensure housing, support & societys mental health otherwise this 20K Afghan pledge on top of the Syrian resettlement programme is meaningless & will break our infrastructure. #parliament #GBNews"
716,177959,2021-08-07 08:37:50+00:00,At risk Afghan journalists to be offered UK relocation
1186,106775,2021-08-28 10:35:34+00:00,Unemployment Inflation Women safety Economy Farmer's Foreign policy Social disharmony You r very much concern about Afghanistan did you watch migrant crisis during corona unplanned lock down? ...... Where we r going
1099,124207,2021-08-23 18:01:51+00:00,"Those evacuees are vetted. They are the people who helped us in Afghanistan, and will pay with their lives if they can't leave. It will be a cold day in hell before I EVER vote for you for Senator from Ohio. I'd take Frank Jackson for the seat before you."
379,39214,2021-11-29 00:28:02+00:00,"Get back to me when all of the Afghani ""migrants"" at Fort Dix are vetted, vaxxed and the kids are masked in their little school on base. Until then... middle_finger_e "
170,32376,2021-12-20 23:46:20+00:00,"if it was not cruption of previous govt than what it was? America calls it cruption can you say something about them? who else you have a country who is helping you? all the west has run away, they were here for 21 year. we still have afghan refugee. a crisis can flood it."
65,177190,2021-08-10 06:49:59+00:00,"In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible. #Save_Afghan_Allies #Afghan_interpreters_translators"
391,134034,2021-08-20 20:21:41+00:00,"Afghan Allies have begun arriving at Fort Lee, Virginia. To help their resettlement efforts, there are a lot of opportunities here:"
886,161717,2021-08-16 20:25:25+00:00,How does one find an Afghan refugee centre or a charity in London?
461,144927,2021-08-18 18:53:42+00:00,I see more Christ in the very unfortunate Afghan refugee situation than I have seen the last few years in the entirety of American Evangelical Christianity...
369,152242,2021-08-17 21:19:51+00:00,"fine,some Afghani's need to come out of there that helped us,,but why do we need to bring over 100k here,,why cant we put them somewhere over there and make sure they are vetted...with chain migration its really triple that number probably more..."
127,122570,2021-08-24 04:25:18+00:00,Afghan refugee airlifted by ADF.. sad to see what’s unfolding there.. hope one day she plays for Australia Australia_e Australia_e 
75,89228,2021-09-04 16:11:51+00:00,Adopt an afghan refugee you coward
750,102746,2021-08-30 07:14:57+00:00,"The Taliban seem to be recruiting soldiers from the Afghan diaspora and refugee groups in Pakistan, so some people are indeed ""Pakistan (nationality)"", but they are also Afghans."
47,106339,2021-08-28 14:17:59+00:00,"Ah yes, the Afghans helping us truly playing the long game. Risk their whole families being murdered for decades just so when the US pulls out they can have a small shot at coming as a refugee to, what, turn around and attack us?"
715,91190,2021-09-03 17:47:24+00:00,State Department Official Makes Shocking Admission - A State Department official has claimed that a majority of the Special Immigrant Visa applicants were left behind in Afghanistan. via
141,122329,2021-08-24 07:08:15+00:00,"I know the US & EU are going to use the threat of displacement crisis in Afghanistan as an opportunity to further expand & legitimize the externalization of asylum, I’m just saying they shouldn’t."
958,200943,2021-08-15 14:32:31+00:00,Yet Biden already announced our withdrawal prior to the Senate approval. Meaning the Biden administration made the withdrawal deadline without knowing if our Senate would approve and without knowing if the SIV program were able to process and vet them all before 9/11
44,181827,2021-07-28 18:45:09+00:00,"When Americans will help blacklisted interpreters in Afghanistan, because these people worked for years and after years of services they are terminated and their SIV Visas denied After Visas interviews."
244,105465,2021-08-28 20:37:35+00:00,Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...
3,31609,2021-12-23 18:00:41+00:00,An Afghan refugee demands the US not forget her family: “It’s not over and they have to fix what they did”
949,186712,2021-07-10 04:18:09+00:00,The Afghan Army has allowed the Taliban to seize left behind American artillery & guns & vehicles . They are f_cking useless Thousands of them have defected . They will all be heading for Europe They should not be rewarded with Asylum for defecting
1176,51911,2021-10-22 01:10:16+00:00,This story sucks up media oxygen while the amazing children of Afghanistan suffer because Washington and the EU have passed NO resettlement funds for them? Why are you doing this story and not caring/covering the story of the children of Afghanistan?
576,107472,2021-08-28 01:32:21+00:00,"And has locked Afghan people up for eight years, for seeking asylum!"
385,24334,2022-01-21 18:26:16+00:00,"I heard in Kabul the ""Norwegian Committee for Afghanistan"" helps and works with Taliban terrorist. Such a shame for the country who called himself the most pro humanitarian country in the world. Your worries regarding influx of Afghan refugee understandable."
704,21364,2022-02-02 09:00:30+00:00,"We love empowering girls through sport soccer_ball_e Together with our #SportforGood initiative has proudly supported the work the Afghanistan and Central Asian Association (ACAA) do, helping young girls from migrant backgrounds gain access to sport sports_medal_e #WednesdayWisdom #ThisGirlCan"
1095,38060,2021-12-02 19:10:36+00:00,Can you provide the page # of the bill that requires those flown here to be “allies” who fought for US? You can’t because it doesn’t exist. You don’t even have to be from Afghanistan. No rules. No reqs. No vetting. No conditions. No limits. (Hence the admission of sex offenders).
28,183970,2021-07-21 09:36:57+00:00,"Why is saying on that Afghanistan interpreters and helpers have been granted Visas here, when the other day an multi medal awarded Returned Australian soldier resigned and burnt his Medals for the very reason we are in fact denying them asylum?"
501,65144,2021-09-25 02:49:03+00:00,Hi dear please pay attention to p2 and siv all remain in Afghanistan. Please make a report about them
1100,196779,2021-03-16 18:27:33+00:00,"Humbled and honoured to join refugee women activists, advocates & govt leaders from Afghanistan, Mali, Rwanda & Syria to discuss what hampers women’s access to #humanitarian services & what we must do to fix now! #NoExcuses #CSW65"
714,185265,2021-07-15 08:41:18+00:00,"Your are living in fools world Tariq if taliban takeover,Pak will get more refugee from Afghanistan it will impact your economy but you will not understand all this you want Taliban to assist in Kashmir,it means your army does not have capacity 2 fight with Indian army face_with_tears_of_joy_e "
587,44652,2021-11-12 14:25:07+00:00,There is no legal route - even the Afghan refugees proposed route hasn't been set up yet - all other routes have been shut down by the Tories. To claim asylum in the UK you have to be in the UK. Can't claim from anywhere else.
629,19605,2022-02-09 09:00:23+00:00,"If America announces free flight from India to accept the passengers as a refugee of that country, many of the Indians will fled like Afghans."
783,148051,2021-08-18 11:08:24+00:00,“We promised we would get them out. We promised we would stand by the thousands of Afghan translators and their families as they stood by our troops …” via
641,191827,2021-06-10 13:11:59+00:00,"Safe in Germany, Afghan translators fears for colleagues left behind"
804,121593,2021-08-24 12:30:01+00:00,"""There wr cabinet [mtgs] abt this durg the Trump [admin] whr S. Miller wd peddle his racist hysteria abt Iraq&Afghanistan.He&his enablers across [gov] wd undermine any1 who workdon solving the SIV issue by devastating the system"" atthe DHS &the State Dept"
976,141728,2021-08-19 09:18:21+00:00,Bespoke resettlement route for Afghan refugees
206,165200,2021-08-16 13:41:21+00:00,"A template letter for people to send to their MPs urging the Government to support displaced people in Afghanistan through resettlement. Please feel free to copy, change, or write your own. I will continue working on it today."
621,39950,2021-11-26 22:35:03+00:00,"Thousands of Afghan refugees to U.S. weren't properly vetted, GOP memo reportedly says KATV"
1045,97052,2021-09-01 07:04:01+00:00,"Afghanistan: The West could face another 9/11 and mass refugee crisis if it abandons country, says Pakistan security adviser"
400,195587,2021-04-16 17:44:48+00:00,", please reconsider your decision on refugee levels! Taking into account the recent decision on Afghanistan there will be a large number of refugees fleeing. We must help them and other refugees around the world. It is who we are!"
116,131085,2021-08-21 16:15:34+00:00,"'Following the Taliban takeover of #Afghanistan and a possible wave of migrants fleeing the country, Swedish prime minister Stefan Lofven has vowed there will be no repeat of the 2015 migrant crisis.'"
396,59550,2021-10-03 18:06:55+00:00,"Please if you can help us! 2 us immigrant visa holders, 1 afghan ally with verified documents, 5 at risk women and they are all religious minorities. Please help, pm me if you need any info!"
278,182348,2021-07-26 22:53:08+00:00,"Mr. Vice president, just heard news of afghan army seeking refugee at Pakistan, please give explanation abt this. Those 46 personal should be terminated and brought to court. Its against "" Sar warkawam sangar na warkawam"""
901,196145,2021-04-06 02:37:21+00:00,Just try to ignore the fact that the real Afghan translators were mostly left to rot in a country that saw them as traders.
204,199819,2021-08-29 17:33:23+00:00,Agree with everything except Biden’s slowness in ramping up the SIV program that Trump decimated. Should have either ramped up faster or delayed withdrawal date.
110,141243,2021-08-19 11:25:28+00:00,But wasn’t it hoped that the phone call would possibly expedite the evacuation of translators - before Kabul fell?
362,97586,2021-09-01 00:41:57+00:00,NJ Ft Dix. A friend of mine just tonight delivered air conditioners for tents that will hold 6000 Afghanistan unvetted foreigners
6,22174,2022-01-29 16:10:39+00:00,"On February 3, we will discuss the powerful project that Art 4 Humanity has been supporting in Greece since 2020. How #photography has been life-changing for the young #women living in the #refugee camp of Diavata? Join us: #Afghanistan"
965,67316,2021-09-22 19:45:26+00:00,"USA: In congressional testimony, DHS finally revealed the percentage of #SIV holders among Afghan evacuees who made it onto US soil: A shockingly low ~three percent. #ProtectLinguists"
129,29234,2022-01-05 10:39:41+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped via
45,196452,2021-03-26 02:11:23+00:00,"Hope his administration stops acting like lost dogs. ""omg, we're in 'power' what do we do 1st? Healthcare? Nah! Immigrant kids in jail/camps? We have em person_shrugging_e . Peace and stability in the middle east? Nah lets bomb Syria, stay in Afghanistan, & not negotiate with Iran."""
1060,612,2022-04-23 07:25:09+00:00,Happy St George’s Day y’all! - Let’s be kind and welcoming to all refugees like we were to George all those years again. Let’s create welcome packs and give them language lessons. Especially brave Afghan translators. In other news we need to look after our mob too! England_e England_e England_e England_e 
439,149301,2021-08-18 07:49:43+00:00,"20,000 Afghan refugees will be offered asylum, but Detention Action's Bella Sankey criticised the ""low figure"" and called for Priti Patel to scrap a new immigration bill that would criminalise unofficial arrivals. ""She would have them put in prison."" |"
76,110571,2021-08-27 02:59:35+00:00,"Sorry, there isn't any safe option for the Aust citizens and PRs in Afghanistan. They will be hunted down and murdered. Also refugee camps are not safe places. It sounds like if the govt would give people in your situation the equivalent of jobseeker you'd manage til you get back"
1032,109954,2021-08-27 10:38:24+00:00,"I can’t believe you got caught having a #craftywank under a desk at school! If that’s you then your priorities are WAY off. Quite a U turn from the sentiment expressed on your failed Afghan refugee poll. NB: Please stop posting pics in an NUFC strip, as a Geordie it’s unsettling"
701,171012,2021-08-15 15:25:45+00:00,"Yes, we must give preference to Afghanistan for refugee acceptance and meaningful resettlement. Especially for women and children."
1016,54327,2021-10-15 13:56:42+00:00,"The fixer. Every catastrophic event under his administration, almost too many to count, could have been avoided. Many created, he steps to the podium slobbers a few words & shuffles away. Americans left in Afghanistan but he imported 100,000 unvetted refugees. Its all illusion"
156,31582,2021-12-23 19:26:26+00:00,"you are seeking asylum and Afghan nation is helpless and can't afford the basics, no Matter less or more but you have betrayed this whole nation, and you are accountable"
689,23284,2022-01-26 12:01:03+00:00,"Those stuck in Afghanistan face “unthinkable” choices as they wait to see whether “they’ll be picked” for Afghan Resettlement Scheme, charities have warned. Read the full piece from here:"
572,177329,2021-08-09 18:23:46+00:00,"I also hope that he would offer 00,000s of Afghans the asylum in his country..."
1144,86986,2021-09-06 01:45:25+00:00,"""Since 2015, around 570,000 Afghans have requested asylum in the EU. Afghan males, many of whom have been difficult to integrate into European society, have been responsible for hundreds of assaults against European women & girls in recent years."""
661,108581,2021-08-27 18:30:57+00:00,". Ted, Ted, Ted. Afghans being evacuated get a more thorough vetting, a stricter security screening and a much more comprehensive background check than anybody in Texas gets to carry a concealed weapon or buy an assault rifle. You just don't want brown people around."
403,113724,2021-08-26 09:16:03+00:00,Islington to welcome 15 families under Afghan resettlement scheme
134,16193,2022-02-22 14:32:27+00:00,"Afghan Asylum seeker Sammy waited 12 long years to be granted asylum. Here, he shares his story with"
321,62595,2021-09-29 06:14:10+00:00,"an illegal alien. Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop. Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a"
41,188372,2021-07-05 13:19:23+00:00,"#Germany - Man is stabbed to death at German #refugee centre 'by #Afghan man who shouted ""Allahu Akbar"" moments before' via"
815,79078,2021-09-11 00:19:46+00:00,"FINALLY - put all the information about Afghanistan on a website! Please share this for American citizens, SIV etc. #ProjectExodus"
613,11317,2022-03-08 05:06:09+00:00,"Instead the Afghan Resettlement project is stalled so the Govt is unwilling to commit to more refugees, they are aware that the official system of support is overwhelmed. Thank goodness charities are filling the gap but they need support like an online register of accommodation"
1035,140411,2021-08-19 14:25:37+00:00,The refugees were brought over as part of the UK’s Afghan Relocation and Assistance Policy Programme
605,160760,2021-08-16 21:55:39+00:00,Would you like to take in a refugee from Afghanistan for few years?
986,14492,2022-02-27 12:58:54+00:00,You’ve been precise on pronunciation of Kyiv. Can you now be precise about refugees. It is NOT just a “migration crisis” (R4 BH) It IS more a “refugee crisis”. It’s important to distinguish reason for seeking safety. Same was true for Afghans. #r4today #wato
805,105376,2021-08-28 21:28:53+00:00,President of the United States: Petition for Afghan Families to claim Political/Refugee Asylum in the U​.​S. - please Sign the Petition! via
348,78842,2021-09-11 07:00:57+00:00," pencil_e  European_Union_e vowed to financially help Afghanistan_e ’s neighbors to handle refugees fleeing the #taliban regime, while not agreeing on any unified #asylum seekers welcoming procedures. The view of Netherlands_e cartoonist #EU #Afghanistan #Europe #EUCO"
528,21634,2022-02-01 02:16:33+00:00,"Afghan evacuees make plea for help: WATERBURY – Community groups have already helped more than 100 Afghan evacuees resettle in Connecticut, including 19-year-old Nalib Hanifi. In broken English, Hanifi lent her voice to appeal Monday from refugee…"
1043,73388,2021-09-16 18:00:28+00:00,"More than 37,000 Afghans are expected to be resettled across the country in the coming days and weeks."
820,7028,2022-03-24 12:42:42+00:00,"ISANITY: Now All the Unvetted Afghans, Biden’s Handlers Brought Here, Can’t Be Deported"
103,94977,2021-09-01 23:56:28+00:00,"As Biden ends mission in Afghanistan, a refugee backlash looms at home"
951,147551,2021-08-18 12:28:51+00:00,"There were roughly 20,000 applicants in the Special Immigrant Visa program pipeline as of mid-July, in addition to their families and other vulnerable Afghans seeking to escape. About 2k have been moved out since July, none on Tuesday."
324,95610,2021-09-01 18:50:58+00:00,"Yet you won't provide any evidence, a VIDEO perhaps? You guys been saying the same shit for a month now, it seems all afghans are translators"
135,119623,2021-08-24 20:42:38+00:00,"Um, well seeing as how we spilled blood and treasure as part of the effort, yeah, we do. Plus we were trying to get our Afghan translators and others out. So we weren't totally gone. Have a nice day!"
850,108848,2021-08-27 17:09:41+00:00,"""sr. administration officials have also so far declined to provide figures on how many Afghans have been processed since the evacuation began, or how many they anticipate having to resettle in the US."""
187,46916,2021-11-04 15:23:31+00:00,"Need Some Help: Sewing Machines, For Art, For Refugee Students, For Afghan Refugee Clothes"
115,7643,2022-03-21 11:03:33+00:00,#UkrainianREFUGEES Biden Will Travel To Poland Friday Ya Think He Will Offer 1 MILLION UKRAINIAN Refugees Asylum? Like He Did With Afghan Refugees Or Are They NOT His Cup Of Tea''' A Little On The Light Side
133,168189,2021-08-16 02:37:08+00:00,"“All of this was foreseeable—all of it was foreseen. For months, members of Congress and advocates in refugee, veteran, and human-rights organizations have been urging the Biden administration to evacuate America’s Afghan allies on an emergency basis.”"
1034,7076,2022-03-24 05:40:23+00:00,Afghan refugee influx started much before Taliban phenomenon. Pakistan can do nothing for Afghanistan which has been in turmoil and war for decades. Why blame Pakistan for your own misdeeds? In fact we have suffered because of blood thirsty ethnic Talibans.
109,140780,2021-08-19 13:13:30+00:00,AMAZING: Afghanistan Refugee-Turned-Soccer Star And Future Doctor Is The Role Model We All Need
332,60403,2021-10-01 21:20:00+00:00,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey."
1018,159404,2021-08-17 01:21:32+00:00,And for our country as they are importing unvetted Afghan migrants.
540,94250,2021-09-02 09:19:22+00:00,"100,000+ Afghans Just the BEGINNING of Open-Ended Refugee Resettlement Operation in US, Stephen Miller Warns"
1007,43777,2021-11-16 00:45:00+00:00,The effort is a small piece of the work to resettle tens of thousands of evacuees who were airlifted out of Kabul and taken to military bases in the U.S.
693,61259,2021-09-30 23:05:38+00:00,"Snuck into the government funding bill, or CR, the Democrats are trying to pass unlimited money to random, unscreened, unvetted Afghan nationals. Republicans can't let this happen…..This is not a “clean” government funding bill. —PRES. TRUMP"
198,116718,2021-08-25 15:49:25+00:00,Turkey reinforces border to block any Afghan migrant wave
1197,38475,2021-12-01 08:46:26+00:00,US considering returning some evacuees who don’t pass vetting process to Afghanistan | #schoolshooting
964,50428,2021-10-25 23:21:17+00:00,"You're actually spreading propaganda for human trafficking for the dictator of Belarus. Have you lost your mind? You are supporting an orchestrated human traffic. According to all statistics in EU countries, iraqi and Afghani men have the highest rejection rate for asylum."
323,10204,2022-03-11 14:47:52+00:00,"To people of the middle East, Putin offered NO asylum to people fleeing Afghanistan, Syria etc in Russia. He DOES NOT WANT middle Eastern ppl in his country. Please, DO NOT BE FOOLED. folded_hands_e "
418,19189,2022-02-10 21:37:52+00:00,Ther r millions of frozen & hungry refugees stuck in tents throughout Middle East who do not hav luxury of cell phones & safety . These protestors shud be asking to evacuate our Afghan allies left behind. US taxpayer $ shud pay for US resettlement of SIVs first.
81,63430,2021-09-27 23:05:27+00:00,"to save you asking, the story I want to hear about this week is the Afghan refugee criminal."
573,66669,2021-09-23 11:29:47+00:00,"Foreign minister urges US, NATO to take up major responsibility for resolving issue of Afghan refugee #StandUpForAfghanistan"
375,102907,2021-08-30 03:27:40+00:00,…or question the vetting (if any) of any Afghanistan refugees.
684,170353,2021-08-15 17:44:17+00:00,"People in Afghanistan are like death bodies!!! Counting seconds, specially those who promised and asked serval time for information to be evacuated in save place… We are going to be finished. Its still early to call us for relocation."
497,158782,2021-08-17 03:11:26+00:00,"Afghans who supported us or are oppressed by the Taliban for various reasons (women, LGBTQA+, non-Muslims, etc.) were given no time and no plan for asylum. A plan should have been constructed around those folk, but especially the ones who directly worked with the US military."
510,134803,2021-08-20 17:34:23+00:00,"That said, fixing the SIV process should have been a much higher priority for the current administration. That was our second mistake. Yes, the evaporation of the Afghan army was a shock. But we plan for unlikely contingencies all the time. That should have been one."
1117,63173,2021-09-28 12:08:41+00:00,"If you want to do something to help, please consider donating to who are working to provide resettlement assistance to 150 Afghan refugees. We can’t change the whole world but we can change their world."
578,97730,2021-08-31 23:31:40+00:00,"I bet you just love that he just wiped out most of an Afghani family, 6 children, 2 of them were just 2 years old. Other casualties included translators who helped us. All to kill an ISIS-K member that they don't even know the name of."
885,162551,2021-08-16 18:57:52+00:00,"“Boris Johnson is coming under pressure from his own MPs to urgently set up a new resettlement scheme for Afghan refugees, amid fears that people with links to the west and high-profile women will be targeted by the Taliban.”"
32,122052,2021-08-24 09:26:55+00:00, police_car_light_e  police_car_light_e “A living hell”: Leaked email describes squalid Afghan refugee conditions
946,13098,2022-03-02 16:24:15+00:00,A happy/ sad text this morning from one of our resettlement agency partners. These babies slept days on the floor outside Kabul airport. Today they start a new day of school and hopefully they have a really great day today.
117,161273,2021-08-16 21:07:33+00:00,The U.S. either had to make Afghanistan a U.S. territory and install a new government and send enough troops to close the Pakistan border. Or leave. Having said that- we should have gotten refugees out a lot sooner and gotten the SIV interpreters out. We've failed them.
604,201328,2021-02-19 21:17:13+00:00,"NEW | How President Biden Can Make His Commitment to Refugees a Reality by Recommendations for the Biden administration as it seeks to strengthen the resettlement program, welcome 125K refugees in FY2022, and expand the SIV program down_arrow_e "
453,54653,2021-10-14 16:23:22+00:00,"Boy, 16, arrested on suspicion of murder of Afghan refugee in Londo... (The Independent) A teenage boy has been arrested on suspicion of murder following the fatal stabbing of an Af... Add your highlights: #London #UK #ldn"
1019,66687,2021-09-23 11:15:00+00:00,A US soldier wins a long fight to get Afghan translator asylum.
51,88561,2021-09-05 00:55:10+00:00,Biden intentionally chose a withdrawal plan and schedule that was almost certain to leave behind tens of thousands of Afghans who risked their lives to help us and dual US-Afghan citizens. Every step of that refugee process has failed. This isn't an honest mistake.
745,73346,2021-09-16 18:29:56+00:00,Welcome Friends red_heart_e #Afghanistan #Refugee #WelcomeHome #Seattle
662,51940,2021-10-21 23:55:33+00:00,"Afghan evacuee charged with rape in Montana, governor says, demanding resettlement halt DO WE REALLY THINK BIDEN GIVES A SHIT"
1044,161543,2021-08-16 20:42:03+00:00,All translators in Afghanistan have know about the plans for this withdrawal since the announcement was made by #TFG. Don’t blame America or because they waited until the last minute to leave after being overrun by the Taliban
671,48755,2021-10-29 16:41:57+00:00,"First, we have a migrant crisis, Biden welcomes more and second, Biden’s puppet masters, no doubt, already have the cash on palettes sealed with kiss just waiting to be airlifted to Afghanistan."
